sku_id,date,closing_stock_units,daily_consumption_units,days_of_cover,is_stockout,is_low_stock_alert
SKU-00064,2023-07-24,19265,978,19.7,0,0
SKU-00064,2023-07-25,18378,887,20.7,0,0
SKU-00064,2023-07-26,17348,1030,16.8,0,0
SKU-00064,2023-07-27,16319,1029,15.9,0,0
SKU-00064,2023-07-28,15431,888,17.4,0,0
SKU-00064,2023-07-29,14485,946,15.3,0,0
SKU-00064,2023-07-30,13507,978,13.8,0,0
SKU-00064,2023-07-31,22917,876,26.2,0,0
SKU-00064,2023-08-01,22049,868,25.4,0,0
SKU-00064,2023-08-02,21181,868,24.4,0,0
SKU-00064,2023-08-03,20241,940,21.5,0,0
SKU-00064,2023-08-04,19291,950,20.3,0,0
SKU-00064,2023-08-05,18298,993,18.4,0,0
SKU-00064,2023-08-06,17321,977,17.7,0,0
SKU-00064,2023-08-07,16441,880,18.7,0,0
SKU-00064,2023-08-08,15513,928,16.7,0,0
SKU-00064,2023-08-09,14553,960,15.2,0,0
SKU-00064,2023-08-10,13655,898,15.2,0,0
SKU-00064,2023-08-11,12696,959,13.2,0,0
SKU-00064,2023-08-12,24974,988,25.3,0,0
SKU-00064,2023-08-13,23959,1015,23.6,0,0
SKU-00064,2023-08-14,23019,940,24.5,0,0
SKU-00064,2023-08-15,22142,877,25.2,0,0
SKU-00064,2023-08-16,21268,874,24.3,0,0
SKU-00064,2023-08-17,20340,928,21.9,0,0
SKU-00064,2023-08-18,19438,902,21.5,0,0
SKU-00064,2023-08-19,18541,897,20.7,0,0
SKU-00064,2023-08-20,17676,865,20.4,0,0
SKU-00064,2023-08-21,16667,1009,16.5,0,0
SKU-00064,2023-08-22,15722,945,16.6,0,0
SKU-00064,2023-08-23,14699,1023,14.4,0,0
SKU-00064,2023-08-24,13728,971,14.1,0,0
SKU-00064,2023-08-25,12862,866,14.9,0,0
SKU-00064,2023-08-26,25514,1024,24.9,0,0
SKU-00064,2023-08-27,24581,933,26.3,0,0
SKU-00064,2023-08-28,23686,895,26.5,0,0
SKU-00064,2023-08-29,22715,971,23.4,0,0
SKU-00064,2023-08-30,21728,987,22.0,0,0
SKU-00064,2023-08-31,20795,933,22.3,0,0
SKU-00064,2023-09-01,19760,1035,19.1,0,0
SKU-00064,2023-09-02,18456,1304,14.2,0,0
SKU-00064,2023-09-03,17402,1054,16.5,0,0
SKU-00064,2023-09-04,16334,1068,15.3,0,0
SKU-00064,2023-09-05,15280,1054,14.5,0,0
SKU-00064,2023-09-06,14255,1025,13.9,0,0
SKU-00064,2023-09-07,13098,1157,11.3,0,0
SKU-00064,2023-09-08,21552,999,21.6,0,0
SKU-00064,2023-09-09,20249,1303,15.5,0,0
SKU-00064,2023-09-10,19093,1156,16.5,0,0
SKU-00064,2023-09-11,17965,1128,15.9,0,0
SKU-00064,2023-09-12,16772,1193,14.1,0,0
SKU-00064,2023-09-13,15745,1027,15.3,0,0
SKU-00064,2023-09-14,14685,1060,13.9,0,0
SKU-00064,2023-09-15,13689,996,13.7,0,0
SKU-00064,2023-09-16,21470,1033,20.8,0,0
SKU-00064,2023-09-17,20348,1122,18.1,0,0
SKU-00064,2023-09-18,19160,1188,16.1,0,0
SKU-00064,2023-09-19,18097,1063,17.0,0,0
SKU-00064,2023-09-20,17054,1043,16.4,0,0
SKU-00064,2023-09-21,15832,1222,13.0,0,0
SKU-00064,2023-09-22,14689,1143,12.9,0,0
SKU-00064,2023-09-23,13576,1113,12.2,0,0
SKU-00064,2023-09-24,21090,1181,17.9,0,0
SKU-00064,2023-09-25,19805,1285,15.4,0,0
SKU-00064,2023-09-26,18546,1259,14.7,0,0
SKU-00064,2023-09-27,17311,1235,14.0,0,0
SKU-00064,2023-09-28,16058,1253,12.8,0,0
SKU-00064,2023-09-29,14865,1193,12.5,0,0
SKU-00064,2023-09-30,13570,1295,10.5,0,0
SKU-00064,2023-10-01,20663,2275,9.1,0,0
SKU-00064,2023-10-02,18183,2480,7.3,0,0
SKU-00064,2023-10-03,15729,2454,6.4,0,1
SKU-00064,2023-10-04,13380,2349,5.7,0,1
SKU-00064,2023-10-05,20204,2278,8.9,0,0
SKU-00064,2023-10-06,17700,2504,7.1,0,0
SKU-00064,2023-10-07,15255,2445,6.2,0,1
SKU-00064,2023-10-08,12836,2419,5.3,0,1
SKU-00064,2023-10-09,23284,2626,8.9,0,0
SKU-00064,2023-10-10,20687,2597,8.0,0,0
SKU-00064,2023-10-11,18093,2594,7.0,0,0
SKU-00064,2023-10-12,15837,2256,7.0,0,0
SKU-00064,2023-10-13,13246,2591,5.1,0,1
SKU-00064,2023-10-14,22881,2417,9.5,0,0
SKU-00064,2023-10-15,20588,2293,9.0,0,0
SKU-00064,2023-10-16,18104,2484,7.3,0,0
SKU-00064,2023-10-17,15898,2206,7.2,0,0
SKU-00064,2023-10-18,13657,2241,6.1,0,1
SKU-00064,2023-10-19,23450,2231,10.5,0,0
SKU-00064,2023-10-20,21048,2402,8.8,0,0
SKU-00064,2023-10-21,18721,2327,8.0,0,0
SKU-00064,2023-10-22,16323,2398,6.8,0,1
SKU-00064,2023-10-23,13822,2501,5.5,0,1
SKU-00064,2023-10-24,21628,2454,8.8,0,0
SKU-00064,2023-10-25,19408,2220,8.7,0,0
SKU-00064,2023-10-26,16924,2484,6.8,0,1
SKU-00064,2023-10-27,14333,2591,5.5,0,1
SKU-00064,2023-10-28,23304,2613,8.9,0,0
SKU-00064,2023-10-29,21050,2254,9.3,0,0
SKU-00064,2023-10-30,18412,2638,7.0,0,0
SKU-00064,2023-10-31,16192,2220,7.3,0,0
SKU-00064,2023-11-01,13981,2211,6.3,0,1
SKU-00064,2023-11-02,21431,2274,9.4,0,0
SKU-00064,2023-11-03,18969,2462,7.7,0,0
SKU-00064,2023-11-04,16602,2367,7.0,0,0
SKU-00064,2023-11-05,14180,2422,5.9,0,1
SKU-00064,2023-11-06,22141,2510,8.8,0,0
SKU-00064,2023-11-07,19876,2265,8.8,0,0
SKU-00064,2023-11-08,17560,2316,7.6,0,0
SKU-00064,2023-11-09,15052,2508,6.0,0,1
SKU-00064,2023-11-10,25336,2401,10.6,0,0
SKU-00064,2023-11-11,23040,2296,10.0,0,0
SKU-00064,2023-11-12,20835,2205,9.4,0,0
SKU-00064,2023-11-13,18392,2443,7.5,0,0
SKU-00064,2023-11-14,16190,2202,7.4,0,0
SKU-00064,2023-11-15,13676,2514,5.4,0,1
SKU-00064,2023-11-16,25685,2248,11.4,0,0
SKU-00064,2023-11-17,23448,2237,10.5,0,0
SKU-00064,2023-11-18,21203,2245,9.4,0,0
SKU-00064,2023-11-19,18577,2626,7.1,0,0
SKU-00064,2023-11-20,15967,2610,6.1,0,1
SKU-00064,2023-11-21,13598,2369,5.7,0,1
SKU-00064,2023-11-22,23053,2232,10.3,0,0
SKU-00064,2023-11-23,20578,2475,8.3,0,0
SKU-00064,2023-11-24,18222,2356,7.7,0,0
SKU-00064,2023-11-25,15872,2350,6.8,0,1
SKU-00064,2023-11-26,13356,2516,5.3,0,1
SKU-00064,2023-11-27,22556,2371,9.5,0,0
SKU-00064,2023-11-28,20201,2355,8.6,0,0
SKU-00064,2023-11-29,17971,2230,8.1,0,0
SKU-00064,2023-11-30,15627,2344,6.7,0,1
SKU-00064,2023-12-01,14388,1239,11.6,0,0
SKU-00064,2023-12-02,13165,1223,10.8,0,0
SKU-00064,2023-12-03,25418,1081,23.5,0,0
SKU-00064,2023-12-04,24120,1298,18.6,0,0
SKU-00064,2023-12-05,23015,1105,20.8,0,0
SKU-00064,2023-12-06,21855,1160,18.8,0,0
SKU-00064,2023-12-07,20587,1268,16.2,0,0
SKU-00064,2023-12-08,19376,1211,16.0,0,0
SKU-00064,2023-12-09,18169,1207,15.1,0,0
SKU-00064,2023-12-10,16894,1275,13.3,0,0
SKU-00064,2023-12-11,15573,1321,11.8,0,0
SKU-00064,2023-12-12,14415,1158,12.4,0,0
SKU-00064,2023-12-13,13305,1110,12.0,0,0
SKU-00064,2023-12-14,23156,1077,21.5,0,0
SKU-00064,2023-12-15,21840,1316,16.6,0,0
SKU-00064,2023-12-16,20579,1261,16.3,0,0
SKU-00064,2023-12-17,19429,1150,16.9,0,0
SKU-00064,2023-12-18,18163,1266,14.3,0,0
SKU-00064,2023-12-19,17148,1015,16.9,0,0
SKU-00064,2023-12-20,15827,1321,12.0,0,0
SKU-00064,2023-12-21,14784,1043,14.2,0,0
SKU-00064,2023-12-22,13649,1135,12.0,0,0
SKU-00064,2023-12-23,26744,1161,23.0,0,0
SKU-00064,2023-12-24,25659,1085,23.6,0,0
SKU-00064,2023-12-25,24522,1137,21.6,0,0
SKU-00064,2023-12-26,23263,1259,18.5,0,0
SKU-00064,2023-12-27,21976,1287,17.1,0,0
SKU-00064,2023-12-28,20667,1309,15.8,0,0
SKU-00064,2023-12-29,19555,1112,17.6,0,0
SKU-00064,2023-12-30,18361,1194,15.4,0,0
SKU-00064,2023-12-31,17337,1024,16.9,0,0
SKU-00064,2024-01-01,16252,1085,15.0,0,0
SKU-00064,2024-01-02,15259,993,15.4,0,0
SKU-00064,2024-01-03,14004,1255,11.2,0,0
SKU-00064,2024-01-04,12863,1141,11.3,0,0
SKU-00064,2024-01-05,25015,1200,20.8,0,0
SKU-00064,2024-01-06,23731,1284,18.5,0,0
SKU-00064,2024-01-07,22617,1114,20.3,0,0
SKU-00064,2024-01-08,21579,1038,20.8,0,0
SKU-00064,2024-01-09,20274,1305,15.5,0,0
SKU-00064,2024-01-10,19293,981,19.7,0,0
SKU-00064,2024-01-11,18268,1025,17.8,0,0
SKU-00064,2024-01-12,17030,1238,13.8,0,0
SKU-00064,2024-01-13,15873,1157,13.7,0,0
SKU-00064,2024-01-14,14748,1125,13.1,0,0
SKU-00064,2024-01-15,13583,1165,11.7,0,0
SKU-00064,2024-01-16,25256,1191,21.2,0,0
SKU-00064,2024-01-17,24134,1122,21.5,0,0
SKU-00064,2024-01-18,23133,1001,23.1,0,0
SKU-00064,2024-01-19,21885,1248,17.5,0,0
SKU-00064,2024-01-20,20733,1152,18.0,0,0
SKU-00064,2024-01-21,19660,1073,18.3,0,0
SKU-00064,2024-01-22,18586,1074,17.3,0,0
SKU-00064,2024-01-23,17395,1191,14.6,0,0
SKU-00064,2024-01-24,16365,1030,15.9,0,0
SKU-00064,2024-01-25,15127,1238,12.2,0,0
SKU-00064,2024-01-26,14034,1093,12.8,0,0
SKU-00064,2024-01-27,12740,1294,9.8,0,0
SKU-00064,2024-01-28,22310,1079,20.7,0,0
SKU-00064,2024-01-29,21228,1082,19.6,0,0
SKU-00064,2024-01-30,20125,1103,18.2,0,0
SKU-00064,2024-01-31,19005,1120,17.0,0,0
SKU-00064,2024-02-01,17779,1226,14.5,0,0
SKU-00064,2024-02-02,16653,1126,14.8,0,0
SKU-00064,2024-02-03,15670,983,15.9,0,0
SKU-00064,2024-02-04,14518,1152,12.6,0,0
SKU-00064,2024-02-05,13344,1174,11.4,0,0
SKU-00064,2024-02-06,22996,1220,18.8,0,0
SKU-00064,2024-02-07,21791,1205,18.1,0,0
SKU-00064,2024-02-08,20718,1073,19.3,0,0
SKU-00064,2024-02-09,19574,1144,17.1,0,0
SKU-00064,2024-02-10,18549,1025,18.1,0,0
SKU-00064,2024-02-11,17226,1323,13.0,0,0
SKU-00064,2024-02-12,16132,1094,14.7,0,0
SKU-00064,2024-02-13,15105,1027,14.7,0,0
SKU-00064,2024-02-14,14067,1038,13.6,0,0
SKU-00064,2024-02-15,13027,1040,12.5,0,0
SKU-00064,2024-02-16,21636,1187,18.2,0,0
SKU-00064,2024-02-17,20522,1114,18.4,0,0
SKU-00064,2024-02-18,19467,1055,18.5,0,0
SKU-00064,2024-02-19,18157,1310,13.9,0,0
SKU-00064,2024-02-20,16854,1303,12.9,0,0
SKU-00064,2024-02-21,15673,1181,13.3,0,0
SKU-00064,2024-02-22,14504,1169,12.4,0,0
SKU-00064,2024-02-23,13451,1053,12.8,0,0
SKU-00064,2024-02-24,24453,1145,21.4,0,0
SKU-00064,2024-02-25,23392,1061,22.0,0,0
SKU-00064,2024-02-26,22368,1024,21.8,0,0
SKU-00064,2024-02-27,21321,1047,20.4,0,0
SKU-00064,2024-02-28,20309,1012,20.1,0,0
SKU-00064,2024-02-29,19128,1181,16.2,0,0
SKU-00064,2024-03-01,18127,1001,18.1,0,0
SKU-00064,2024-03-02,17079,1048,16.3,0,0
SKU-00064,2024-03-03,15833,1246,12.7,0,0
SKU-00064,2024-03-04,14726,1107,13.3,0,0
SKU-00064,2024-03-05,13597,1129,12.0,0,0
SKU-00064,2024-03-06,23242,1103,21.1,0,0
SKU-00064,2024-03-07,22247,995,22.4,0,0
SKU-00064,2024-03-08,20935,1312,16.0,0,0
SKU-00064,2024-03-09,19761,1174,16.8,0,0
SKU-00064,2024-03-10,18468,1293,14.3,0,0
SKU-00064,2024-03-11,17208,1260,13.7,0,0
SKU-00064,2024-03-12,16096,1112,14.5,0,0
SKU-00064,2024-03-13,14810,1286,11.5,0,0
SKU-00064,2024-03-14,13617,1193,11.4,0,0
SKU-00064,2024-03-15,23338,1097,21.3,0,0
SKU-00064,2024-03-16,22209,1129,19.7,0,0
SKU-00064,2024-03-17,21086,1123,18.8,0,0
SKU-00064,2024-03-18,20034,1052,19.0,0,0
SKU-00064,2024-03-19,19049,985,19.3,0,0
SKU-00064,2024-03-20,17800,1249,14.3,0,0
SKU-00064,2024-03-21,16669,1131,14.7,0,0
SKU-00064,2024-03-22,15508,1161,13.4,0,0
SKU-00064,2024-03-23,14359,1149,12.5,0,0
SKU-00064,2024-03-24,13279,1080,12.3,0,0
SKU-00064,2024-03-25,25432,1167,21.8,0,0
SKU-00064,2024-03-26,24270,1162,20.9,0,0
SKU-00064,2024-03-27,23158,1112,20.8,0,0
SKU-00064,2024-03-28,22058,1100,20.1,0,0
SKU-00064,2024-03-29,21069,989,21.3,0,0
SKU-00064,2024-03-30,19943,1126,17.7,0,0
SKU-00064,2024-03-31,18941,1002,18.9,0,0
SKU-00064,2024-04-01,17765,1176,15.1,0,0
SKU-00064,2024-04-02,16447,1318,12.5,0,0
SKU-00064,2024-04-03,15371,1076,14.3,0,0
SKU-00064,2024-04-04,14388,983,14.6,0,0
SKU-00064,2024-04-05,13308,1080,12.3,0,0
SKU-00064,2024-04-06,21255,1195,17.8,0,0
SKU-00064,2024-04-07,20210,1045,19.3,0,0
SKU-00064,2024-04-08,18992,1218,15.6,0,0
SKU-00064,2024-04-09,17790,1202,14.8,0,0
SKU-00064,2024-04-10,16684,1106,15.1,0,0
SKU-00064,2024-04-11,15559,1125,13.8,0,0
SKU-00064,2024-04-12,14518,1041,13.9,0,0
SKU-00064,2024-04-13,13268,1250,10.6,0,0
SKU-00064,2024-04-14,22465,1210,18.6,0,0
SKU-00064,2024-04-15,21473,992,21.6,0,0
SKU-00064,2024-04-16,20350,1123,18.1,0,0
SKU-00064,2024-04-17,19234,1116,17.2,0,0
SKU-00064,2024-04-18,18248,986,18.5,0,0
SKU-00064,2024-04-19,17085,1163,14.7,0,0
SKU-00064,2024-04-20,15822,1263,12.5,0,0
SKU-00064,2024-04-21,14542,1280,11.4,0,0
SKU-00064,2024-04-22,13299,1243,10.7,0,0
SKU-00064,2024-04-23,21855,1134,19.3,0,0
SKU-00064,2024-04-24,20579,1276,16.1,0,0
SKU-00064,2024-04-25,19590,989,19.8,0,0
SKU-00064,2024-04-26,18348,1242,14.8,0,0
SKU-00064,2024-04-27,17236,1112,15.5,0,0
SKU-00064,2024-04-28,16229,1007,16.1,0,0
SKU-00064,2024-04-29,15071,1158,13.0,0,0
SKU-00064,2024-04-30,13864,1207,11.5,0,0
SKU-00064,2024-05-01,21261,1275,16.7,0,0
SKU-00064,2024-05-02,20110,1151,17.5,0,0
SKU-00064,2024-05-03,18937,1173,16.1,0,0
SKU-00064,2024-05-04,17645,1292,13.7,0,0
SKU-00064,2024-05-05,16544,1101,15.0,0,0
SKU-00064,2024-05-06,15518,1026,15.1,0,0
SKU-00064,2024-05-07,14511,1007,14.4,0,0
SKU-00064,2024-05-08,13381,1130,11.8,0,0
SKU-00064,2024-05-09,26660,1094,24.4,0,0
SKU-00064,2024-05-10,25398,1262,20.1,0,0
SKU-00064,2024-05-11,24083,1315,18.3,0,0
SKU-00064,2024-05-12,23030,1053,21.9,0,0
SKU-00064,2024-05-13,22047,983,22.4,0,0
SKU-00064,2024-05-14,21021,1026,20.5,0,0
